generation,basepokemon,vanillatarget,targetpokemon,percent
4,Electrike,Manectric,Raichu,12.58244628
4,Electrike,Manectric,Rotom,12.63103341
4,Elekid,Electabuzz,Ampharos,8.892253997
4,Elekid,Electabuzz,Electivire,2.372671361
4,Elekid,Electabuzz,Electrode,10.62398018
4,Elekid,Electabuzz,Jolteon,11.68763336
4,Elekid,Electabuzz,Lanturn,6.517963066
4,Elekid,Electabuzz,Luxray,11.71719053
4,Elekid,Electabuzz,Magneton,10.76123881
4,Elekid,Electabuzz,Magnezone,10.28103604
4,Elekid,Electabuzz,Manectric,10.81954336
4,Elekid,Electabuzz,Minun,1.282295256
4,Elekid,Electabuzz,Pachirisu,1.361249337
4,Elekid,Electabuzz,Plusle,1.315901352
4,Elekid,Electabuzz,Raichu,11.0843432
4,Elekid,Electabuzz,Rotom,1.282700149
4,Exeggcute,Exeggutor,Abomasnow,2.540296948
4,Exeggcute,Exeggutor,Alakazam,4.600391126
4,Exeggcute,Exeggutor,Bellossom,4.252993169
4,Exeggcute,Exeggutor,Breloom,0.050206698
4,Exeggcute,Exeggutor,Bronzong,3.667518291
4,Exeggcute,Exeggutor,Cacturne,3.509610129
4,Exeggcute,Exeggutor,Carnivine,0.209329538
4,Exeggcute,Exeggutor,Cherrim,0.25427263
4,Exeggcute,Exeggutor,Chimecho,0.064782836
4,Exeggcute,Exeggutor,Claydol,2.727762279
4,Exeggcute,Exeggutor,Cradily,2.656096267
4,Exeggcute,Exeggutor,Espeon,5.357135627
4,Exeggcute,Exeggutor,Gallade,3.565080432
4,Exeggcute,Exeggutor,Gardevoir,5.926009904
4,Exeggcute,Exeggutor,Girafarig,0.052636054
4,Exeggcute,Exeggutor,Grumpig,4.953862474
4,Exeggcute,Exeggutor,Hypno,4.455034639
4,Exeggcute,Exeggutor,Jumpluff,0.107701464
4,Exeggcute,Exeggutor,Jynx,0.089076399
4,Exeggcute,Exeggutor,Leafeon,4.826726159
4,Exeggcute,Exeggutor,Ludicolo,1.993691771
4,Exeggcute,Exeggutor,Lunatone,0.026318027
4,Exeggcute,Exeggutor,Meganium,4.831179979
4,Exeggcute,Exeggutor,Metagross,0.287878727
4,Exeggcute,Exeggutor,Metang,0.053040947
4,Exeggcute,Exeggutor,Mr. Mime,0.183821297
4,Exeggcute,Exeggutor,Roserade,2.697395325
4,Exeggcute,Exeggutor,Sceptile,5.797254018
4,Exeggcute,Exeggutor,Shiftry,3.271128315
4,Exeggcute,Exeggutor,Slowbro,1.977900955
4,Exeggcute,Exeggutor,Slowking,1.982759668
4,Exeggcute,Exeggutor,Solrock,0.023078885
4,Exeggcute,Exeggutor,Starmie,2.368217541
4,Exeggcute,Exeggutor,Sunflora,0.058304552
4,Exeggcute,Exeggutor,Tangela,0.034415882
4,Exeggcute,Exeggutor,Tangrowth,5.870134708
4,Exeggcute,Exeggutor,Torterra,2.917656967
4,Exeggcute,Exeggutor,Tropius,0.083812794
4,Exeggcute,Exeggutor,Venusaur,3.14561157
4,Exeggcute,Exeggutor,Victreebel,2.650427769
4,Exeggcute,Exeggutor,Vileplume,2.633017382
4,Exeggcute,Exeggutor,Wormadam (Plant Cloak),0.031986525
4,Exeggcute,Exeggutor,Xatu,3.214443333
4,Feebas,Milotic,Blastoise,6.534563667
4,Feebas,Milotic,Cloyster,4.091845865
4,Feebas,Milotic,Crawdaunt,0.55753728
4,Feebas,Milotic,Dewgong,0.34780285
4,Feebas,Milotic,Empoleon,5.023908915
4,Feebas,Milotic,Feraligatr,6.424027954
4,Feebas,Milotic,Floatzel,4.494714125
4,Feebas,Milotic,Gastrodon,0.309338041
4,Feebas,Milotic,Golduck,4.62468469
4,Feebas,Milotic,Gorebyss,0.634062005
4,Feebas,Milotic,Gyarados,5.697650408
4,Feebas,Milotic,Huntail,0.624749473
4,Feebas,Milotic,Kabutops,3.272747885
4,Feebas,Milotic,Kingdra,3.925434956
4,Feebas,Milotic,Kingler,0.802902271
4,Feebas,Milotic,Lanturn,0.328772892
4,Feebas,Milotic,Lapras,5.230404204
4,Feebas,Milotic,Ludicolo,0.184631082
4,Feebas,Milotic,Lumineon,0.872948712
4,Feebas,Milotic,Mantine,0.421088433
4,Feebas,Milotic,Octillery,0.575757453
4,Feebas,Milotic,Omastar,3.267079387
4,Feebas,Milotic,Politoed,4.696755595
4,Feebas,Milotic,Poliwrath,2.597791715
4,Feebas,Milotic,Relicanth,0.256701987
4,Feebas,Milotic,Seadra,0.525955648
4,Feebas,Milotic,Seaking,0.46684131
4,Feebas,Milotic,Sharpedo,0.479797878
4,Feebas,Milotic,Slowbro,2.750031379
4,Feebas,Milotic,Slowking,2.838702886
4,Feebas,Milotic,Starmie,3.497058454
4,Feebas,Milotic,Swampert,4.444507428
4,Feebas,Milotic,Tentacruel,3.35372643
4,Feebas,Milotic,Vaporeon,5.985529134
4,Feebas,Milotic,Wailord,4.562736103
4,Feebas,Milotic,Walrein,4.967223934
4,Feebas,Milotic,Whiscash,0.32998757
4,Finneon,Lumineon,Azumarill,1.088351641
4,Finneon,Lumineon,Bibarel,0.482227234
4,Finneon,Lumineon,Blastoise,0.15750327
4,Finneon,Lumineon,Cloyster,0.192728936
4,Finneon,Lumineon,Corsola,0.521501828
4,Finneon,Lumineon,Crawdaunt,3.845671089
4,Finneon,Lumineon,Croconaw,1.154754048
4,Finneon,Lumineon,Dewgong,3.115244616
4,Finneon,Lumineon,Empoleon,0.090291077
4,Finneon,Lumineon,Feraligatr,0.152644557
4,Finneon,Lumineon,Floatzel,3.543621118
4,Finneon,Lumineon,Gastrodon,2.934662461
4,Finneon,Lumineon,Golduck,3.62419477
4,Finneon,Lumineon,Gorebyss,4.031921742
4,Finneon,Lumineon,Gyarados,0.114989534
4,Finneon,Lumineon,Huntail,4.1400281
4,Finneon,Lumineon,Kabutops,2.570663903
4,Finneon,Lumineon,Kingdra,0.068021978
4,Finneon,Lumineon,Kingler,4.520222367
4,Finneon,Lumineon,Lanturn,2.910368898
4,Finneon,Lumineon,Lapras,0.084622579
4,Finneon,Lumineon,Ludicolo,2.33096741
4,Finneon,Lumineon,Mantine,3.313237158
4,Finneon,Lumineon,Marshtomp,0.494778908
4,Finneon,Lumineon,Milotic,0.214188251
4,Finneon,Lumineon,Octillery,4.031921742
4,Finneon,Lumineon,Omastar,2.626943991
4,Finneon,Lumineon,Pelipper,3.894258216
4,Finneon,Lumineon,Politoed,3.676425931
4,Finneon,Lumineon,Poliwhirl,0.851084505
4,Finneon,Lumineon,Poliwrath,2.047542504
4,Finneon,Lumineon,Prinplup,1.159207868
4,Finneon,Lumineon,Quagsire,3.101478263
4,Finneon,Lumineon,Qwilfish,3.104717405
4,Finneon,Lumineon,Relicanth,2.768251552
4,Finneon,Lumineon,Seadra,4.261495917
4,Finneon,Lumineon,Seaking,4.202786472
4,Finneon,Lumineon,Sealeo,0.791565275
4,Finneon,Lumineon,Sharpedo,3.559816827
4,Finneon,Lumineon,Slowbro,2.203426202
4,Finneon,Lumineon,Slowking,2.245535045
4,Finneon,Lumineon,Starmie,0.113774855
4,Finneon,Lumineon,Swampert,0.062353479
4,Finneon,Lumineon,Tentacruel,0.11741889
4,Finneon,Lumineon,Vaporeon,0.458743456
4,Finneon,Lumineon,Wailmer,1.127221343
4,Finneon,Lumineon,Wailord,3.573583179
4,Finneon,Lumineon,Walrein,0.076119832
4,Finneon,Lumineon,Wartortle,1.154754048
4,Finneon,Lumineon,Whiscash,3.092165731
4,Flaaffy,Ampharos,Electabuzz,9.129926026
4,Flaaffy,Ampharos,Electivire,13.16468202
4,Flaaffy,Ampharos,Electrode,9.343304491
4,Flaaffy,Ampharos,Jolteon,10.33569656
4,Flaaffy,Ampharos,Lanturn,5.865275995
4,Flaaffy,Ampharos,Luxray,10.4110066
4,Flaaffy,Ampharos,Magneton,9.312127752
4,Flaaffy,Ampharos,Magnezone,8.967564044
4,Flaaffy,Ampharos,Manectric,9.505666474
4,Flaaffy,Ampharos,Minun,1.236137485
4,Flaaffy,Ampharos,Pachirisu,1.221561347
4,Flaaffy,Ampharos,Plusle,1.207794995
4,Flaaffy,Ampharos,Raichu,9.579761842
4,Flaaffy,Ampharos,Rotom,0.71949437
4,Gabite,Garchomp,Altaria,0.524336077
4,Gabite,Garchomp,Claydol,0.223905676
4,Gabite,Garchomp,Donphan,1.024378591
4,Gabite,Garchomp,Dragonite,21.71115763
4,Gabite,Garchomp,Flygon,5.916697371
4,Gabite,Garchomp,Gliscor,4.386607768
4,Gabite,Garchomp,Golem,0.391531264
4,Gabite,Garchomp,Hippowdon,7.394960705
4,Gabite,Garchomp,Kingdra,13.67727621
4,Gabite,Garchomp,Mamoswine,5.297616397
4,Gabite,Garchomp,Nidoking,0.186250653
4,Gabite,Garchomp,Nidoqueen,0.184631082
4,Gabite,Garchomp,Rhydon,0.42959118
4,Gabite,Garchomp,Rhyperior,5.149830552
4,Gabite,Garchomp,Salamence,21.89862296
4,Gabite,Garchomp,Steelix,4.736030189
4,Gabite,Garchomp,Swampert,3.438753902
4,Gabite,Garchomp,Torterra,3.427821799
4,Gastly,Haunter,Arbok,8.655391754
4,Gastly,Haunter,Ariados,5.464432199
4,Gastly,Haunter,Banette,0.223095891
4,Gastly,Haunter,Beedrill,5.572133663
4,Gastly,Haunter,Drifloon,0.37614534
4,Gastly,Haunter,Dusclops,0.266824305
4,Gastly,Haunter,Dustox,5.596022334
4,Gastly,Haunter,Froslass,0.001619571
4,Gastly,Haunter,Gloom,5.893618486
4,Gastly,Haunter,Golbat,0.035225667
4,Gastly,Haunter,Grimer,0.018625065
4,Gastly,Haunter,Ivysaur,5.903740804
4,Gastly,Haunter,Koffing,0.014981031
4,Gastly,Haunter,Misdreavus,10.24662016
4,Gastly,Haunter,Nidorina,8.912903526
4,Gastly,Haunter,Nidorino,8.968778722
4,Gastly,Haunter,Qwilfish,4.340045105
4,Gastly,Haunter,Roselia,5.774175132
4,Gastly,Haunter,Rotom,6.442248126
4,Gastly,Haunter,Sableye,10.8673207
4,Gastly,Haunter,Seviper,0.078954081
4,Gastly,Haunter,Skorupi,0.011741889
4,Gastly,Haunter,Skuntank,0.000404893
4,Gastly,Haunter,Spiritomb,0.004858713
4,Gastly,Haunter,Stunky,0.013766353
4,Gastly,Haunter,Swalot,0.003239142
4,Gastly,Haunter,Tentacool,0.011741889
4,Gastly,Haunter,Venomoth,0.038059916
4,Gastly,Haunter,Victreebel,0.001214678
4,Gastly,Haunter,Vileplume,0.000404893
4,Gastly,Haunter,Weepinbell,6.261665972
4,Geodude,Graveler,Anorith,6.824061965
4,Geodude,Graveler,Corsola,5.652302422
4,Geodude,Graveler,Cranidos,0.006073391
4,Geodude,Graveler,Dugtrio,7.335036582
4,Geodude,Graveler,Gabite,5.165621369
4,Geodude,Graveler,Gligar,0.001214678
4,Geodude,Graveler,Kabuto,9.458294025
4,Geodude,Graveler,Lairon,0.00445382
4,Geodude,Graveler,Lileep,8.77078618
4,Geodude,Graveler,Lunatone,0.000404893
4,Geodude,Graveler,Magcargo,5.147806089
4,Geodude,Graveler,Marowak,6.483142291
4,Geodude,Graveler,Marshtomp,4.415760044
4,Geodude,Graveler,Nosepass,9.083768256
4,Geodude,Graveler,Omanyte,9.413755825
4,Geodude,Graveler,Onix,7.092910733
4,Geodude,Graveler,Pupitar,6.107401844
4,Geodude,Graveler,Quagsire,0.000404893
4,Geodude,Graveler,Rhyhorn,0.004858713
4,Geodude,Graveler,Shieldon,0.002834249
4,Geodude,Graveler,Sudowoodo,9.02789306
4,Geodude,Graveler,Vibrava,0.001214678
4,Gible,Gabite,Altaria,0.042513736
4,Gible,Gabite,Camerupt,0.06842687
4,Gible,Gabite,Dragonair,11.23172415
4,Gible,Gabite,Dugtrio,9.933638083
4,Gible,Gabite,Gastrodon,0.009717425
4,Gible,Gabite,Gligar,6.602585645
4,Gible,Gabite,Golem,0.020649529
4,Gible,Gabite,Graveler,8.884561036
4,Gible,Gabite,Hippopotas,0.233218209
4,Gible,Gabite,Marowak,8.568339818
4,Gible,Gabite,Marshtomp,5.721943971
4,Gible,Gabite,Onix,9.513764328
4,Gible,Gabite,Phanpy,0.228359496
4,Gible,Gabite,Piloswine,6.045048364
4,Gible,Gabite,Pupitar,8.071941339
4,Gible,Gabite,Quagsire,4.641690184
4,Gible,Gabite,Rhydon,0.028747383
4,Gible,Gabite,Rhyhorn,0.215402929
4,Gible,Gabite,Sandslash,8.424602901
4,Gible,Gabite,Shelgon,11.28516999
4,Gible,Gabite,Vibrava,0.205685504
4,Gible,Gabite,Whiscash,0.0222691
4,Glameow,Purugly,Ambipom,3.470335535
4,Glameow,Purugly,Bibarel,2.395750246
4,Glameow,Purugly,Castform,4.169990161
4,Glameow,Purugly,Chansey,3.500702489
4,Glameow,Purugly,Chatot,3.622170306
4,Glameow,Purugly,Clefable,3.680879751
4,Glameow,Purugly,Dodrio,2.933852676
4,Glameow,Purugly,Dunsparce,3.940415987
4,Glameow,Purugly,Exploud,3.76550233
4,Glameow,Purugly,Fearow,2.965029415
4,Glameow,Purugly,Furret,4.048927237
4,Glameow,Purugly,Girafarig,2.141882508
4,Glameow,Purugly,Granbull,3.558602148
4,Glameow,Purugly,Kangaskhan,3.06382324
4,Glameow,Purugly,Kecleon,3.448066435
4,Glameow,Purugly,Lickitung,0.001619571
4,Glameow,Purugly,Linoone,4.260686131
4,Glameow,Purugly,Lopunny,3.869154867
4,Glameow,Purugly,Miltank,3.209989513
4,Glameow,Purugly,Munchlax,0.000404893
4,Glameow,Purugly,Noctowl,3.059774313
4,Glameow,Purugly,Persian,3.531474336
4,Glameow,Purugly,Pidgeot,2.784042368
4,Glameow,Purugly,Porygon,0.000404893
4,Glameow,Purugly,Porygon2,0.000404893
4,Glameow,Purugly,Raticate,4.153389559
4,Glameow,Purugly,Stantler,3.514468841
4,Glameow,Purugly,Staraptor,2.88688512
4,Glameow,Purugly,Swellow,3.350487288
4,Glameow,Purugly,Tauros,3.185291057
4,Glameow,Purugly,Togetic,0.000404893
4,Glameow,Purugly,Vigoroth,3.523376481
4,Glameow,Purugly,Wigglytuff,4.207645184
4,Glameow,Purugly,Zangoose,3.754165334
4,Gligar,Gliscor,Aerodactyl,2.756509663
4,Gligar,Gliscor,Altaria,2.796594042
4,Gligar,Gliscor,Camerupt,2.942760316
4,Gligar,Gliscor,Charizard,2.4929245
4,Gligar,Gliscor,Chatot,0.031986525
4,Gligar,Gliscor,Claydol,2.135809117
4,Gligar,Gliscor,Crobat,3.563460861
4,Gligar,Gliscor,Dodrio,3.162212172
4,Gligar,Gliscor,Donphan,4.066742517
4,Gligar,Gliscor,Dragonite,0.054255625
4,Gligar,Gliscor,Drifblim,2.859352415
4,Gligar,Gliscor,Fearow,0.063163265
4,Gligar,Gliscor,Flygon,3.304329518
4,Gligar,Gliscor,Gabite,0.018220173
4,Gligar,Gliscor,Garchomp,0.030366954
4,Gligar,Gliscor,Gastrodon,1.89692241
4,Gligar,Gliscor,Golbat,0.026318027
4,Gligar,Gliscor,Golem,2.61196296
4,Gligar,Gliscor,Gyarados,2.744767774
4,Gligar,Gliscor,Hippowdon,4.227889821
4,Gligar,Gliscor,Honchkrow,3.440778366
4,Gligar,Gliscor,Jumpluff,0.0445382
4,Gligar,Gliscor,Mamoswine,3.133464789
4,Gligar,Gliscor,Mantine,2.171034784
4,Gligar,Gliscor,Marowak,0.02672292
4,Gligar,Gliscor,Masquerain,0.019029958
4,Gligar,Gliscor,Mothim,0.025508242
4,Gligar,Gliscor,Nidoking,1.984379239
4,Gligar,Gliscor,Nidoqueen,1.945104645
4,Gligar,Gliscor,Ninjask,0.063568158
4,Gligar,Gliscor,Noctowl,0.065187729
4,Gligar,Gliscor,Pelipper,0.003644035
4,Gligar,Gliscor,Pidgeot,2.950453277
4,Gligar,Gliscor,Piloswine,0.031581632
4,Gligar,Gliscor,Pupitar,0.027937598
4,Gligar,Gliscor,Quagsire,0.003239142
4,Gligar,Gliscor,Rhydon,2.729786743
4,Gligar,Gliscor,Rhyperior,3.007138259
4,Gligar,Gliscor,Salamence,0.047372449
4,Gligar,Gliscor,Sandslash,0.09514979
4,Gligar,Gliscor,Scyther,3.827450917
4,Gligar,Gliscor,Skarmory,3.548884723
4,Gligar,Gliscor,Staraptor,3.130630539
4,Gligar,Gliscor,Steelix,2.826151211
4,Gligar,Gliscor,Swampert,2.207070237
4,Gligar,Gliscor,Swellow,0.025913134
4,Gligar,Gliscor,Togekiss,2.901866151
4,Gligar,Gliscor,Torterra,2.241486118
4,Gligar,Gliscor,Tropius,2.784447261
4,Gligar,Gliscor,Vespiquen,3.800727997
4,Gligar,Gliscor,Whiscash,2.038634864
4,Gligar,Gliscor,Xatu,2.442717802
4,Gligar,Gliscor,Yanmega,4.621850441
4,Gloom,Bellossom,Abomasnow,2.160507574
4,Gloom,Bellossom,Arbok,5.093145571
4,Gloom,Bellossom,Ariados,0.047777341
4,Gloom,Bellossom,Bayleef,0.114989534
4,Gloom,Bellossom,Beedrill,0.046562663
4,Gloom,Bellossom,Breloom,2.53462845
4,Gloom,Bellossom,Cacturne,3.088521696
4,Gloom,Bellossom,Carnivine,4.778139032
4,Gloom,Bellossom,Cherrim,5.02755295
4,Gloom,Bellossom,Cradily,2.300600456
4,Gloom,Bellossom,Crobat,0.180987047
4,Gloom,Bellossom,Drapion,2.963409845
4,Gloom,Bellossom,Dustox,0.041299058
4,Gloom,Bellossom,Exeggutor,2.330562517
4,Gloom,Bellossom,Gengar,2.576332401
4,Gloom,Bellossom,Golbat,2.824126748
4,Gloom,Bellossom,Grotle,0.114584641
4,Gloom,Bellossom,Grovyle,0.115394426
4,Gloom,Bellossom,Haunter,0.123492281
4,Gloom,Bellossom,Ivysaur,0.047777341
4,Gloom,Bellossom,Jumpluff,3.482482316
4,Gloom,Bellossom,Leafeon,4.132335138
4,Gloom,Bellossom,Ludicolo,1.720794076
4,Gloom,Bellossom,Meganium,4.164321663
4,Gloom,Bellossom,Muk,4.050141915
4,Gloom,Bellossom,Nidoking,2.224480624
4,Gloom,Bellossom,Nidoqueen,2.208689808
4,Gloom,Bellossom,Parasect,0.025508242
4,Gloom,Bellossom,Qwilfish,0.034820774
4,Gloom,Bellossom,Roselia,0.05061159
4,Gloom,Bellossom,Roserade,2.294122172
4,Gloom,Bellossom,Sceptile,0.321889715
4,Gloom,Bellossom,Seviper,3.758214261
4,Gloom,Bellossom,Shiftry,2.780398333
4,Gloom,Bellossom,Skuntank,2.879597051
4,Gloom,Bellossom,Sunflora,0.227144818
4,Gloom,Bellossom,Swalot,3.899926714
4,Gloom,Bellossom,Tangela,3.54402601
4,Gloom,Bellossom,Tangrowth,0.367642593
4,Gloom,Bellossom,Tentacruel,1.985189024
4,Gloom,Bellossom,Torterra,2.52126699
4,Gloom,Bellossom,Toxicroak,1.920001296
4,Gloom,Bellossom,Tropius,3.069896631
4,Gloom,Bellossom,Venomoth,2.911178683
4,Gloom,Bellossom,Venusaur,2.689297471
4,Gloom,Bellossom,Victreebel,2.188850064
4,Gloom,Bellossom,Weepinbell,0.069641548
4,Gloom,Bellossom,Weezing,3.850124909
4,Gloom,Bellossom,Wormadam (Plant Cloak),0.117013997
4,Gloom,Vileplume,Abomasnow,2.205045773
4,Gloom,Vileplume,Arbok,5.268059228
4,Gloom,Vileplume,Ariados,0.019839743
4,Gloom,Vileplume,Bayleef,0.049396912
4,Gloom,Vileplume,Beedrill,0.015385923
4,Gloom,Vileplume,Breloom,2.486851109
4,Gloom,Vileplume,Cacturne,3.060988991
4,Gloom,Vileplume,Carnivine,4.806886415
4,Gloom,Vileplume,Cherrim,5.224330814
4,Gloom,Vileplume,Cradily,2.288453674
4,Gloom,Vileplume,Crobat,0.087861721
4,Gloom,Vileplume,Drapion,3.00875783
4,Gloom,Vileplume,Dustox,0.01781528
4,Gloom,Vileplume,Exeggutor,2.311937452
4,Gloom,Vileplume,Gengar,2.599006393
4,Gloom,Vileplume,Golbat,2.866640484
4,Gloom,Vileplume,Grotle,0.042108843
4,Gloom,Vileplume,Grovyle,0.048587127
4,Gloom,Vileplume,Haunter,0.044943092
4,Gloom,Vileplume,Ivysaur,0.012146782
4,Gloom,Vileplume,Jumpluff,3.532284121
4,Gloom,Vileplume,Leafeon,4.203191364
4,Gloom,Vileplume,Ludicolo,1.710266865
4,Gloom,Vileplume,Meganium,4.222626215
4,Gloom,Vileplume,Muk,4.068362087
4,Gloom,Vileplume,Nidoking,2.19573324
4,Gloom,Vileplume,Nidoqueen,2.163341823
4,Gloom,Vileplume,Parasect,0.011336996
4,Gloom,Vileplume,Qwilfish,0.01336146
4,Gloom,Vileplume,Roselia,0.015385923
4,Gloom,Vileplume,Roserade,2.352021832
4,Gloom,Vileplume,Sceptile,0.166815802
4,Gloom,Vileplume,Seviper,3.827450917
4,Gloom,Vileplume,Shiftry,2.814409322
4,Gloom,Vileplume,Skuntank,2.854898595
4,Gloom,Vileplume,Sunflora,0.113369963
4,Gloom,Vileplume,Swalot,4.017750497
4,Gloom,Vileplume,Tangela,3.545240688
4,Gloom,Vileplume,Tangrowth,0.16803048
4,Gloom,Vileplume,Tentacruel,1.958870997
4,Gloom,Vileplume,Torterra,2.526935488
4,Gloom,Vileplume,Toxicroak,1.961300353
4,Gloom,Vileplume,Tropius,3.153304532
4,Gloom,Vileplume,Venomoth,2.990537657
4,Gloom,Vileplume,Venusaur,2.740718847
4,Gloom,Vileplume,Victreebel,2.213953413
4,Gloom,Vileplume,Weepinbell,0.027127812
4,Gloom,Vileplume,Weezing,3.915717531
4,Gloom,Vileplume,Wormadam (Plant Cloak),0.05061159
4,Golbat,Crobat,Aerodactyl,4.767206929
4,Golbat,Crobat,Altaria,4.903655776
4,Golbat,Crobat,Arbok,0.052636054
4,Golbat,Crobat,Charizard,4.244895315
4,Golbat,Crobat,Dodrio,0.271278125
4,Golbat,Crobat,Dragonite,0.709372052
4,Golbat,Crobat,Drapion,4.624279797
4,Golbat,Crobat,Drifblim,4.836038692
4,Golbat,Crobat,Fearow,0.038464809
4,Golbat,Crobat,Gengar,3.930698561
4,Golbat,Crobat,Gligar,0.029152276
4,Golbat,Crobat,Gliscor,4.729147012
4,Golbat,Crobat,Gyarados,4.825511481
4,Golbat,Crobat,Honchkrow,6.043428794
4,Golbat,Crobat,Jumpluff,0.026318027
4,Golbat,Crobat,Mantine,0.069236656
4,Golbat,Crobat,Muk,6.21834245
4,Golbat,Crobat,Nidoking,3.477623604
4,Golbat,Crobat,Nidoqueen,3.454949611
4,Golbat,Crobat,Ninjask,0.352661562
4,Golbat,Crobat,Noctowl,0.029962062
4,Golbat,Crobat,Pelipper,0.011336996
4,Golbat,Crobat,Pidgeot,0.221071427
4,Golbat,Crobat,Qwilfish,0.00445382
4,Golbat,Crobat,Roserade,3.600710992
4,Golbat,Crobat,Salamence,0.695200807
4,Golbat,Crobat,Scyther,6.408237138
4,Golbat,Crobat,Seviper,0.282615121
4,Golbat,Crobat,Skarmory,0.325938643
4,Golbat,Crobat,Skuntank,0.136448848
4,Golbat,Crobat,Staraptor,0.239696492
4,Golbat,Crobat,Swalot,0.293952117
4,Golbat,Crobat,Swellow,0.050206698
4,Golbat,Crobat,Tentacruel,3.088926589
4,Golbat,Crobat,Togekiss,5.05872969
4,Golbat,Crobat,Toxicroak,2.990132764
4,Golbat,Crobat,Tropius,0.171674515
4,Golbat,Crobat,Venomoth,0.016600602
4,Golbat,Crobat,Venusaur,4.148125954
4,Golbat,Crobat,Vespiquen,0.379384482
4,Golbat,Crobat,Victreebel,0.06842687
4,Golbat,Crobat,Vileplume,0.07288069
4,Golbat,Crobat,Weezing,5.95070836
4,Golbat,Crobat,Xatu,0.129970564
4,Golbat,Crobat,Yanmega,8.019710178
4,Goldeen,Seaking,Azumarill,5.354301378
4,Goldeen,Seaking,Bibarel,3.256957069
4,Goldeen,Seaking,Blastoise,0.138878204
4,Goldeen,Seaking,Cloyster,0.036845238
4,Goldeen,Seaking,Corsola,0.500447406
4,Goldeen,Seaking,Crawdaunt,3.15006539
4,Goldeen,Seaking,Croconaw,5.468886019
4,Goldeen,Seaking,Dewgong,2.526125703
4,Goldeen,Seaking,Empoleon,0.078549188
4,Goldeen,Seaking,Feraligatr,0.129160779
4,Goldeen,Seaking,Floatzel,2.895387867
4,Goldeen,Seaking,Gastrodon,2.424902522
4,Goldeen,Seaking,Golduck,0.087051936
4,Goldeen,Seaking,Gorebyss,3.393405917
4,Goldeen,Seaking,Huntail,3.377615101
4,Goldeen,Seaking,Kabutops,2.134999332
4,Goldeen,Seaking,Kingler,3.736754947
4,Goldeen,Seaking,Lanturn,2.368622433
4,Goldeen,Seaking,Lapras,0.074095368
4,Goldeen,Seaking,Ludicolo,1.960085675
4,Goldeen,Seaking,Lumineon,4.001554788
4,Goldeen,Seaking,Mantine,2.656906053
4,Goldeen,Seaking,Marshtomp,3.502726952
4,Goldeen,Seaking,Octillery,3.219706939
4,Goldeen,Seaking,Omastar,2.142287401
4,Goldeen,Seaking,Pelipper,3.168690455
4,Goldeen,Seaking,Politoed,0.118228675
4,Goldeen,Seaking,Poliwhirl,1.153944262
4,Goldeen,Seaking,Poliwrath,0.03117674
4,Goldeen,Seaking,Prinplup,5.413820608
4,Goldeen,Seaking,Quagsire,2.630588026
4,Goldeen,Seaking,Qwilfish,2.645164164
4,Goldeen,Seaking,Relicanth,2.334206552
4,Goldeen,Seaking,Seadra,3.443612615
4,Goldeen,Seaking,Sealeo,4.643714648
4,Goldeen,Seaking,Sharpedo,2.924540143
4,Goldeen,Seaking,Slowbro,1.813514509
4,Goldeen,Seaking,Slowking,1.871819062
4,Goldeen,Seaking,Starmie,0.036035452
4,Goldeen,Seaking,Swampert,0.045347985
4,Goldeen,Seaking,Tentacruel,0.047372449
4,Goldeen,Seaking,Vaporeon,0.123087388
4,Goldeen,Seaking,Wailmer,0.684268703
4,Goldeen,Seaking,Wailord,0.098793825
4,Goldeen,Seaking,Walrein,0.076524725
4,Goldeen,Seaking,Wartortle,5.453095202
4,Goldeen,Seaking,Whiscash,2.626134206
4,Graveler,Golem,Aerodactyl,3.261815782
4,Graveler,Golem,Aggron,4.136384065
4,Graveler,Golem,Armaldo,4.001149895
4,Graveler,Golem,Bastiodon,4.487021164
4,Graveler,Golem,Camerupt,3.471550213
4,Graveler,Golem,Claydol,2.53017463
4,Graveler,Golem,Cradily,2.452435227
4,Graveler,Golem,Donphan,4.952647796
4,Graveler,Golem,Dugtrio,0.111345499
4,Graveler,Golem,Flygon,3.956611696
4,Graveler,Golem,Gabite,0.051421376
4,Graveler,Golem,Gastrodon,2.325703805
4,Graveler,Golem,Gligar,0.111750392
4,Graveler,Golem,Gliscor,3.246024966
4,Graveler,Golem,Hippowdon,5.065612866
4,Graveler,Golem,Kabutops,2.071026282
4,Graveler,Golem,Lairon,0.391936157
4,Graveler,Golem,Lunatone,2.912393361
4,Graveler,Golem,Magcargo,0.039274594
4,Graveler,Golem,Mamoswine,3.8339292
4,Graveler,Golem,Marowak,0.223905676
4,Graveler,Golem,Marshtomp,0.021054422
4,Graveler,Golem,Nidoking,2.374695824
4,Graveler,Golem,Nidoqueen,2.341494621
4,Graveler,Golem,Omastar,2.045922933
4,Graveler,Golem,Piloswine,3.32700351
4,Graveler,Golem,Probopass,4.318585791
4,Graveler,Golem,Pupitar,0.060329016
4,Graveler,Golem,Quagsire,0.029557169
4,Graveler,Golem,Rampardos,5.603715296
4,Graveler,Golem,Relicanth,2.173869033
4,Graveler,Golem,Rhydon,3.260196211
4,Graveler,Golem,Rhyperior,0.089481292
4,Graveler,Golem,Sandslash,4.931188482
4,Graveler,Golem,Shuckle,4.116139429
4,Graveler,Golem,Solrock,2.922920572
4,Graveler,Golem,Steelix,3.471955105
